img,name,direct,geschlecht,id,href,ageGroup,lastnamefirst,federalState,party,job,office,socials
/blueprint/servlet/resource/image/862078/3x4/108/144/e4013ca3d79076454997656cb7245402/73235650177DEDF80BA1E33D2559AA02/gorke_christian.jpg,Christian Görke,0,männlich,860512,/abgeordnete/biografien/G/goerke_christian-860512,60 - 64 Jahre,"Görke, Christian",Brandenburg,Gruppe Die Linke,,Deutscher Bundestag,"[{'Homepage': 'https://www.christian-goerke.de'}, {'X': 'https://twitter.com/goerke_c'}, {'Instagram': 'https://www.instagram.com/christiangoerke62/'}, {'Facebook': 'https://www.facebook.com/ChristianGoerkeLINKE'}]"
/blueprint/servlet/resource/image/864142/3x4/108/144/bed1d1797988c56bc355a729c65adfb9/14B19B8E12F1BD4558F6321760BAF1A3/gohlke_nicole_gross.jpg,Nicole Gohlke,0,weiblich,857380,/abgeordnete/biografien/G/gohlke_nicole-857380,45 - 49 Jahre,"Gohlke, Nicole",Bayern,Gruppe Die Linke,Sozialwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'http://www.nicole-gohlke.de'}, {'Facebook': 'http://www.facebook.com/NicoleGohlkeMdB'}, {'X': 'http://www.twitter.com/nicolegohlke'}, {'Instagram': 'https://www.instagram.com/nicolegohlke.mdb'}]"
/blueprint/servlet/resource/image/862082/3x4/108/144/1a514230bbd2980dbce5a7bfce501ca/C22A14BFE111D46C44F9F2B1AF71A4C1/gurpinar_ates.jpg,Ates Gürpinar,0,männlich,860516,/abgeordnete/biografien/G/guerpinar_ates-860516,35 - 39 Jahre,"Gürpinar, Ates",Bayern,Gruppe Die Linke,Medienwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'http://www.ates-guerpinar.de'}, {'X': 'https://twitter.com/AtesGuerpinar'}, {'Instagram': 'https://www.instagram.com/atesgurpinar/'}, {'Facebook': 'https://www.facebook.com/ates.guerpinar'}]"
/blueprint/servlet/resource/image/864096/3x4/108/144/500eb465292720b942ecb17c6c46619c/60C3524DB5E2EA34E0FFDBD29CD4A980/gysi_gregor_gross.jpg,Dr. Gregor Gysi,1,männlich,863130,/abgeordnete/biografien/G/gysi_gregor-863130,70 und älter,"Gysi, Dr. Gregor",Berlin,Gruppe Die Linke,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'http://www.gregorgysi.de'}, {'Facebook': 'https://de-de.facebook.com/gregor.gysi/'}, {'X': 'https://twitter.com/GregorGysi'}]"
/blueprint/servlet/resource/image/864288/3x4/108/144/2079eeb5ec8970ec0e54014c1b0af4fe/6F8C87FBB0BB12B963725369D03E8100/hahn_andre_gross.jpg,Dr. André Hahn,0,männlich,857462,/abgeordnete/biografien/H/hahn_andre-857462,60 - 64 Jahre,"Hahn, Dr. André",Sachsen,Gruppe Die Linke,,Deutscher Bundestag,"[{'Homepage': 'http://www.andre-hahn.eu/'}, {'Facebook': 'https://www.facebook.com/DrAndreHahn'}]"
/blueprint/servlet/resource/image/862118/3x4/108/144/6238acd8d4e64f790315d638bd07cc15/A49B648489B700255F2BED34F7CBEDAA/hennig-wellsow_susanne.jpg,Susanne Hennig-Wellsow,0,weiblich,860596,/abgeordnete/biografien/H/hennig_wellsow_susanne-860596,45 - 49 Jahre,"Hennig-Wellsow, Susanne",Thüringen,Gruppe Die Linke,Diplom-Pädagogin,Deutscher Bundestag,"[{'Homepage': 'https://www.susannehennig.de/'}, {'X': 'https://twitter.com/SusanneHennig?'}, {'Instagram': 'https://www.instagram.com/susanne_hennig_wellsow'}]"
/blueprint/servlet/resource/image/864642/3x4/108/144/14062fb9f6b3b33fca439538255f5cc8/0CBC8D06D9C5E29C8B52C7D5FD7820CE/korte_jan_gross.jpg,Jan Korte,0,männlich,857580,/abgeordnete/biografien/K/korte_jan-857580,45 - 49 Jahre,"Korte, Jan",Sachsen-Anhalt,Gruppe Die Linke,Politikwissenschaftler (M. A.),Deutscher Bundestag,"[{'Homepage': 'http://www.jankorte.de'}, {'Facebook': 'http://www.facebook.com/jankortemdb'}, {'X': 'https://twitter.com/jankortemdb'}]"
/blueprint/servlet/resource/image/862234/3x4/108/144/e8ed2836d440150e9186345bba3c4514/3EAD75C202CF032E678ED714E8BBED51/latendorf_ina.jpg,Ina Latendorf,0,weiblich,860778,/abgeordnete/biografien/L/latendorf_ina-860778,50 - 54 Jahre,"Latendorf, Ina",Mecklenburg-Vorpommern,Gruppe Die Linke,Juristin,Deutscher Bundestag,[]
/blueprint/servlet/resource/image/864424/3x4/108/144/1eb2360a1b21fd091201b347dfb8858f/A4F9977F809EE6ABE0006E8937CC5B12/lay_caren_bild.jpg,Caren Lay,0,weiblich,857654,/abgeordnete/biografien/L/lay_caren-857654,50 - 54 Jahre,"Lay, Caren",Sachsen,Gruppe Die Linke,Diplom-Soziologin,Deutscher Bundestag,[{'Homepage': 'http://www.caren-lay.de'}]
/blueprint/servlet/resource/image/864422/3x4/108/144/c6008b40935021c69e35e530fad1abd8/DA7CC81D2E22BDC30F0BEF583A4AE8EB/lenkert_ralph_gross.jpg,Ralph Lenkert,0,männlich,857698,/abgeordnete/biografien/L/lenkert_ralph-857698,55 - 59 Jahre,"Lenkert, Ralph",Thüringen,Gruppe Die Linke,Maschinenbautechniker,Deutscher Bundestag,"[{'Homepage': 'http://www.ralph-lenkert.de/'}, {'Facebook': 'http://facebook.com/ralph.lenkert'}, {'Instagram': 'http://instagram.com/ralph.lenkert/'}]"
/blueprint/servlet/resource/image/864412/3x4/108/144/921e6b2486ec72bde0830caee95a389d/78163614521057D0552EE730EB201B68/loetzsch_gesine_gross.jpg,Dr. Gesine Lötzsch,1,weiblich,857662,/abgeordnete/biografien/L/loetzsch_gesine-857662,60 - 64 Jahre,"Lötzsch, Dr. Gesine",Berlin,Gruppe Die Linke,Philologin,Deutscher Bundestag,"[{'Homepage': 'http://www.gesine-loetzsch.de/'}, {'Facebook': 'https://www.facebook.com/gesine.loetzsch/'}, {'X': 'https://twitter.com/LoetzschMdB'}, {'Instagram': 'https://www.instagram.com/@gesine.loetzsch'}]"
/blueprint/servlet/resource/image/864516/3x4/108/144/545ce25677c3f12d699285691b0ba055/741114EEFA96095ABCE0BA738F4B48B6/moehring_cornelia_gross.jpg,Cornelia Möhring,0,weiblich,857724,/abgeordnete/biografien/M/moehring_cornelia-857724,60 - 64 Jahre,"Möhring, Cornelia",Schleswig-Holstein,Gruppe Die Linke,Diplom-Sozialökonomin,Deutscher Bundestag,"[{'Homepage': 'https://www.cornelia-moehring.de/'}, {'Facebook': 'https://www.facebook.com/CorneliaMoehring/'}, {'X': 'https://twitter.com/Conni_Moehring'}, {'Instagram': 'https://www.instagram.com/connimoe/'}]"
/blueprint/servlet/resource/image/864928/3x4/108/144/d004bc5b978c67c340e55a9fbbfd6c42/C706B28E9B1E861A1BBCEFE5E3BD914F/pau_petra_gross.jpg,Petra Pau,0,weiblich,857870,/abgeordnete/biografien/P/pau_petra-857870,60 - 64 Jahre,"Pau, Petra",Berlin,Gruppe Die Linke,Lehrerin,Deutscher Bundestag,"[{'Homepage': 'https://petrapau.eu/'}, {'Facebook': 'https://www.facebook.com/PetraPauMaHe/'}, {'X': 'https://twitter.com/PetraPauMaHe'}, {'Instagram': 'https://www.instagram.com/petra.pau.direkt/'}, {'YouTube': 'https://www.youtube.com/channel/UC-sqvBuW0W_oRkWfcZBa6AQ/featured'}]"
/blueprint/servlet/resource/image/864924/3x4/108/144/fc77bf6c6fff52847e551a60daaf6053/1431F8E14AC8E35B9B286A85D776DC72/pellmann_soeren_gross.jpg,Sören Pellmann,1,männlich,857858,/abgeordnete/biografien/P/pellmann_soeren-857858,45 - 49 Jahre,"Pellmann, Sören",Sachsen,Gruppe Die Linke,Grund- und Förderschullehrer,Deutscher Bundestag,"[{'Homepage': 'https://www.soeren-pellmann.de'}, {'Facebook': 'https://www.facebook.com/SoerenPellmannMdB'}, {'X': 'https://twitter.com/linkepelli?lang=de'}]"
/blueprint/servlet/resource/image/864922/3x4/108/144/362c8e372d70f5b4e29d9bdf0a4e5139/4D29FF471E4D2DE4035484FC7B757CBC/perli_victor_gross.jpg,Victor Perli,0,männlich,857872,/abgeordnete/biografien/P/perli_victor-857872,40 - 44 Jahre,"Perli, Victor",Niedersachsen,Gruppe Die Linke,Politikwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'http://www.perli.de'}, {'Facebook': 'https://www.facebook.com/perli.victor/'}, {'X': 'https://twitter.com/victorperli'}, {'Instagram': 'https://www.instagram.com/bundestagsperli/'}]"
/blueprint/servlet/resource/image/862340/3x4/108/144/bb88ce3f5bb2ee0f1d37027a36a5b100/8FF2F17F8A2741E14419CF6FAE555E97/reichinnek_heidi.jpg,Heidi Reichinnek,0,weiblich,861074,/abgeordnete/biografien/R/reichinnek_heidi-861074,35 - 39 Jahre,"Reichinnek, Heidi",Niedersachsen,Gruppe Die Linke,pädagogische Mitarbeiterin Jugendhilfe,Deutscher Bundestag,"[{'Homepage': 'http://www.heidireichinnek.de'}, {'X': 'https://twitter.com/HeidiReichinnek'}, {'Instagram': 'https://www.instagram.com/heidi.reichinnek/'}, {'Facebook': 'https://www.facebook.com/Heidi.DieLINKE.Nds'}]"
/blueprint/servlet/resource/image/864202/3x4/108/144/ba446455b93deca885511decb073efa9/F685E44A09147C01F55723EBF562B3FD/renner_martina_gross.jpg,Martina Renner,0,weiblich,857908,/abgeordnete/biografien/R/renner_martina-857908,55 - 59 Jahre,"Renner, Martina",Thüringen,Gruppe Die Linke,,Deutscher Bundestag,"[{'Homepage': 'http://www.martinarenner.de'}, {'Facebook': 'https://www.facebook.com/martinarennermdb'}, {'X': 'https://twitter.com/martinarenner'}, {'Instgram': 'https://www.instagram.com/martinarenner_linke/'}]"
/blueprint/servlet/resource/image/861934/3x4/108/144/5b26c151e0c52140dbe629d01df7397f/93FBB42773A29B91C74E865840468ACA/abdi_sanae.jpg,Sanae Abdi,1,weiblich,861028,/abgeordnete/biografien/A/abdi_sanae-861028,35 - 39 Jahre,"Abdi, Sanae",Nordrhein-Westfalen,SPD,Vertrags- und Finanzmanagerin,Deutscher Bundestag,"[{'Homepage': 'https://sanae-abdi.spd.de/'}, {'X': 'https://twitter.com/_sanaeabdi'}, {'Instagram': 'https://www.instagram.com/sanae_ccaa/'}, {'Facebook': 'https://www.facebook.com/sanaeabdispd'}]"
/blueprint/servlet/resource/image/864206/3x4/108/144/f00773b81c66a974942bbc945b7f4126/283726F53785B8132DF2949DF73651B0/riexinger_bernd_gross.jpg,Bernd Riexinger,0,männlich,857886,/abgeordnete/biografien/R/riexinger_bernd-857886,65 - 69 Jahre,"Riexinger, Bernd",Baden-Württemberg,Gruppe Die Linke,Bankkaufmann,Deutscher Bundestag,"[{'Homepage': 'https://www.bernd-riexinger.de/'}, {'Facebook': 'https://www.facebook.com/riexinger.bernd'}, {'X': 'https://twitter.com/b_riexinger'}, {'Instagram': 'https://www.instagram.com/riexingerbernd'}, {'Youtube': 'https://www.youtube.com/channel/UCCdjl_yQOUL2Z4cEMP1E7Zg'}]"
/blueprint/servlet/resource/image/865916/3x4/108/144/2e9ab75d9594b06e0c8fe88ba9e9130c/35301DABE4EC8DD7B15E2A150CC84160/ahmetovic_adis.jpg,Adis Ahmetović,1,männlich,861876,/abgeordnete/biografien/A/ahmetovic_adis-861876,30 - 34 Jahre,"Ahmetović, Adis",Niedersachsen,SPD,Angestellter,Deutscher Bundestag,"[{'Homepage': 'http://www.adis-ahmetovic.de'}, {'Facebook': 'http://www.facebook.de/AdisAhmetovic.SPD'}, {'Instagram': 'http://www.instagram.de/adis.a93'}]"
/blueprint/servlet/resource/image/864778/3x4/108/144/3efcbccabb05ff285e99dc410d141176/12B4E86917E9B3AEE81595C71A91D3A9/sitte_petra_gross.jpg,Dr. Petra Sitte,0,weiblich,858018,/abgeordnete/biografien/S/sitte_petra-858018,60 - 64 Jahre,"Sitte, Dr. Petra",Sachsen-Anhalt,Gruppe Die Linke,Diplom-Ökonomin,Deutscher Bundestag,"[{'Homepage': 'http://www.petra-sitte.de/'}, {'Facebook': 'https://de-de.facebook.com/MdB.Petra.Sitte/'}, {'X': 'https://twitter.com/petra_sitte_mdb?lang=de'}, {'Instagram': 'https://www.instagram.com/petra_sitte_mdb/'}]"
/blueprint/servlet/resource/image/869604/3x4/108/144/4a9c3c200052c063092baa2d78e104/CEC8DAC1561C61014A5CEF4A048606C1/alabali_radovan_reem.jpg,Reem Alabali-Radovan,1,weiblich,860830,/abgeordnete/biografien/A/alabali_radovan_reem-860830,30 - 34 Jahre,"Alabali-Radovan, Reem",Mecklenburg-Vorpommern,SPD,Politikwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://reem-alabali-radovan.spd.de/'}, {'Facebook': 'https://www.facebook.com/reem.alabaliradovan'}, {'X': 'https://twitter.com/ReemAlabali'}, {'Instagram': 'https://www.instagram.com/reem.alabaliradovan/'}]"
/blueprint/servlet/resource/image/864966/3x4/108/144/4220cfc15dd1004cf7c30280a22a83ef/1F1B32E72CBF6B623B03E01CC0BFB377/vogler_kathrin_gross.jpg,Kathrin Vogler,0,weiblich,858124,/abgeordnete/biografien/V/vogler_kathrin-858124,60 - 64 Jahre,"Vogler, Kathrin",Nordrhein-Westfalen,Gruppe Die Linke,Geschäftsführerin,Deutscher Bundestag,"[{'Homepage': 'https://www.kathrin-vogler.de/start/aktuell/'}, {'Facebook': 'https://www.facebook.com/kathrin.vogler'}, {'X': 'https://twitter.com/voglerk'}, {'Instagram': 'https://www.instagram.com/kathrinvoglermdb'}, {'Youtube': 'http://www.youtube.com/channel/UCMrNcUwJIZEhDKJPQu00MJA'}]"
/blueprint/servlet/resource/image/862522/3x4/108/144/c56d90b849d0da83d70afc2aad574c2a/E566265B784DB604A405602C6586EE76/andres_dagmar.jpg,Dagmar Andres,0,weiblich,860980,/abgeordnete/biografien/A/andres_dagmar-860980,50 - 54 Jahre,"Andres, Dagmar",Nordrhein-Westfalen,SPD,Referentin,Deutscher Bundestag,"[{'Homepage': 'https://www.dagmar-andres.de/'}, {'X': 'https://twitter.com/DagmarAndres'}, {'Instagram': 'https://www.instagram.com/dagmar.andres/?hl=de'}, {'Facebook': 'https://www.facebook.com/DagmarAndresSPD'}]"
/blueprint/servlet/resource/image/867114/3x4/108/144/8fe935008dff13cbab55eeea1f5878dc/99665A2B173B0216EB8845339F48A66F/wissler_janine.jpg,Janine Wissler,0,weiblich,861432,/abgeordnete/biografien/W/wissler_janine-861432,40 - 44 Jahre,"Wissler, Janine",Hessen,Gruppe Die Linke,Diplom-Politikwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'http://www.janine-wissler.de'}, {'Facebook': 'http://www.facebook.com/JanineWissler'}, {'Instagram': 'https://www.instagram.com/janine_wissler'}]"
/blueprint/servlet/resource/image/864074/3x4/108/144/f02edc5dbec51139795dfc21fae115e4/D709BA138D756C398C5E2084255E473F/annen_niels_bild.jpg,Niels Annen,0,männlich,857106,/abgeordnete/biografien/A/annen_niels-857106,50 - 54 Jahre,"Annen, Niels",Hamburg,SPD,"Historiker, Politikwissenschaftler (M.I.P.P.)",Deutscher Bundestag,"[{'Homepage': 'https://www.nielsannen.de'}, {'Facebook': 'https://www.facebook.com/nielsannen'}, {'X': 'https://twitter.com/NielsAnnen'}, {'Instagram': 'https://www.instagram.com/nielsannen/'}]"
/blueprint/servlet/resource/image/863072/3x4/108/144/5f229293963f420ba64ed558be479fda/0DA0DF5DF23327FA8502BF8779A352D1/arlt_johannes.jpg,Johannes Arlt,1,männlich,860828,/abgeordnete/biografien/A/arlt_johannes-860828,35 - 39 Jahre,"Arlt, Johannes",Mecklenburg-Vorpommern,SPD,Berufsoffizier,Deutscher Bundestag,"[{'Homepage': 'https://johannesarlt-mv.de/'}, {'X': 'http://twitter.com/arlt_johannes'}, {'Instagram': 'https://www.instagram.com/johannes_arlt/?hl=de'}, {'Facebook': 'https://www.facebook.com/arltjohannes'}, {'LinkedIn': 'https://www.linkedin.com/in/johannes-arlt-bjerreh%C3%B8j-13a05713'}]"
/blueprint/servlet/resource/image/864568/3x4/108/144/472aeffa39e6d220f4a4a6939dbef576/40906A99D696A71C6C96E885C59E2C1D/baehrens_heike_gross.jpg,Heike Baehrens,0,weiblich,857144,/abgeordnete/biografien/B/baehrens_heike-857144,65 - 69 Jahre,"Baehrens, Heike",Baden-Württemberg,SPD,Diakonin,Deutscher Bundestag,"[{'Homepage': 'https://www.heike-baehrens.de'}, {'Facebook': 'https://www.facebook.com/baehrensmdb'}, {'Instagram': 'http://www.instagram.com/heikebaehrens'}]"
/blueprint/servlet/resource/image/864616/3x4/108/144/4e277e94b5a43c66c430c395896e2832/635B3492537C1E867501689C1B67DF18/bahr_ulrike_bild.jpg,Ulrike Bahr,0,weiblich,857152,/abgeordnete/biografien/B/bahr_ulrike-857152,55 - 59 Jahre,"Bahr, Ulrike",Bayern,SPD,Mittelschullehrerin,Deutscher Bundestag,[{'Homepage': 'https://ulrike-bahr.de/'}]
/blueprint/servlet/resource/image/861954/3x4/108/144/43f3d7698781fe29432f13c0399d4ad6/A77CAC3C99AEDF7C4CA6E5EAF4CCA86C/baldy_daniel.jpg,Daniel Baldy,1,männlich,861186,/abgeordnete/biografien/B/baldy_daniel-861186,25 - 29 Jahre,"Baldy, Daniel",Rheinland-Pfalz,SPD,Lehrer,Deutscher Bundestag,"[{'Homepage': 'http://www.daniel-baldy.de'}, {'X': 'http://twitter.com/baldy_daniel'}, {'Instagram': 'http://instagram.com/baldy.daniel'}, {'Facebook': 'http://facebook.com/baldy.spd'}]"
/blueprint/servlet/resource/image/864578/3x4/108/144/8943bafb7fa39e97d78c696625adb425/16697B431C637FA809AD256A5995E989/baradari_nezahat_bild.jpg,Nezahat Baradari,0,weiblich,857122,/abgeordnete/biografien/B/baradari_nezahat-857122,55 - 59 Jahre,"Baradari, Nezahat",Nordrhein-Westfalen,SPD,Fachärztin für Kinder- und Jugendmedizin,Deutscher Bundestag,"[{'Homepage': 'https://www.nezahat-baradari.de/'}, {'Facebook': 'https://www.facebook.com/Baradari2021'}, {'Instagram': 'http://www.instagram.com/nezahatbaradari'}]"
/blueprint/servlet/resource/image/864582/3x4/108/144/9f91acf88faaad3b74fb553050d101ef/44A13FBB4563B2D9EDC0134B8F2C6DB0/bartol_soeren_gross.jpg,Sören Bartol,1,männlich,857132,/abgeordnete/biografien/B/bartol_soeren-857132,45 - 49 Jahre,"Bartol, Sören",Hessen,SPD,Diplom-Politologe,Deutscher Bundestag,"[{'Homepage': 'http://www.bartol.de/'}, {'Facebook': 'http://www.facebook.com/soerenbartol'}, {'X': 'http://www.twitter.com/soerenbartol'}, {'Instagram': 'http://www.instagram.com/soeren.bartol/'}, {'Youtube': 'http://www.youtube.com/channel/UCG3g9VznrnBcFG_jTyyTD0A'}]"
/blueprint/servlet/resource/image/920074/3x4/108/144/5c7d0683440c6f6bf6b42915b417ddc3/2985FE9C4E42E949FF952C3D9C05B462/bartz_alexander_gross.jpg,Alexander Bartz,0,männlich,920072,/abgeordnete/biografien/B/bartz_alexander-920072,35 - 39 Jahre,"Bartz, Alexander",Niedersachsen,SPD,Betriebswirt,Deutscher Bundestag,"[{'Facebook': 'https://www.facebook.com/alexanderbartzSPD/'}, {'Instagram': 'https://www.instagram.com/bundesbartz/?hl=de'}]"
/blueprint/servlet/resource/image/864534/3x4/108/144/576e7b7cee34f367e48471f1ffca42d9/76C14F3ED056538EAAEE525D040E432A/bas_baerbel_gross.jpg,Bärbel Bas,1,weiblich,857120,/abgeordnete/biografien/B/bas_baerbel-857120,55 - 59 Jahre,"Bas, Bärbel",Nordrhein-Westfalen,SPD,Personalmanagement-Ökonomin (VWA),Deutscher Bundestag,"[{'Homepage': 'https://www.baerbelbas.de/'}, {'Facebook': 'https://www.facebook.com/baerbel.bas'}, {'X': 'https://twitter.com/baerbelbas'}, {'Instagram': 'https://www.instagram.com/baerbelbas/'}]"
/blueprint/servlet/resource/image/865932/3x4/108/144/d3bdf00631fcf58fa266a1a54832d675/E637DACDA260CEBFE37B6792CEEED637/becker_holger.jpg,Dr. Holger Becker,1,männlich,861440,/abgeordnete/biografien/B/becker_holger-861440,55 - 59 Jahre,"Becker, Dr. Holger",Thüringen,SPD,Physiker / wissenschaftlicher Leiter,Deutscher Bundestag,"[{'Homepage': 'http://holger-becker-spd.de'}, {'Facebook': 'https://www.facebook.com/dr.holger.becker/'}, {'LinkedIn': 'https://www.linkedin.com/in/holgerbeckerjena'}, {'Instagram': 'https://www.instagram.com/dr_holger_becker/?hl=de'}]"
/blueprint/servlet/resource/image/861972/3x4/108/144/931bb598a99904f7a4a3bbabcdd59693/54DE9E1206C17894C9683E7767E7225A/berghahn_juergen.jpg,Jürgen Berghahn,1,männlich,861088,/abgeordnete/biografien/B/berghahn_juergen-861088,60 - 64 Jahre,"Berghahn, Jürgen",Nordrhein-Westfalen,SPD,Elektroinstallateur,Deutscher Bundestag,"[{'Homepage': 'https://juergen-berghahn.de/home.html'}, {'Instagram': 'https://www.instagram.com/juergen.berghahn/'}, {'Facebook': 'https://www.facebook.com/juergen.berghahn/?ref=page_internal'}]"
/blueprint/servlet/resource/image/865536/3x4/108/144/8f1574c8abd4b9a8f5f0168bff01c934/F6068197E0A8B8FA82F0BD428ABA6EED/bergt_bengt.jpg,Bengt Bergt,1,männlich,861374,/abgeordnete/biografien/B/bergt_bengt-861374,40 - 44 Jahre,"Bergt, Bengt",Schleswig-Holstein,SPD,Redakteur,Deutscher Bundestag,"[{'Homepage': 'http://www.bengtbergt.de'}, {'Facebook': 'http://www.facebook.com/bengt.bergt'}, {'X': 'http://twitter.com/Bengtbergt'}, {'Instagram': 'http://www.instagram.com/bengtbergt/'}, {'Linkedin': 'http://www.linkedin.com/in/bengt-bergt/'}]"
/blueprint/servlet/resource/image/861974/3x4/108/144/28423c8b7c09d7d9cd8ba40414523738/E27FD4ABF13A3346E22570EF3C5E9625/blankenburg_jakob.jpg,Jakob Blankenburg,1,männlich,860872,/abgeordnete/biografien/B/blankenburg_jakob-860872,25 - 29 Jahre,"Blankenburg, Jakob",Niedersachsen,SPD,Politikwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'https://jakobblankenburg.de/'}, {'Facebook': 'https://www.facebook.com/jakobblankenburg.spd'}, {'X': 'https://twitter.com/jakobbla'}, {'Instagram': 'https://www.instagram.com/jakob.blankenburg/'}]"
/blueprint/servlet/resource/image/864560/3x4/108/144/2b86a603bdcbc4e3678945236141946a/F9DCACED02A7C914282B6B1487E5C2CC/breymaier_leni_gross.jpg,Leni Breymaier,0,weiblich,857186,/abgeordnete/biografien/B/breymaier_leni-857186,60 - 64 Jahre,"Breymaier, Leni",Baden-Württemberg,SPD,Einzelhandelskauffrau,Deutscher Bundestag,"[{'Homepage': 'https://www.leni-breymaier.de/'}, {'Facebook': 'https://www.facebook.com/BreymaierLeni/'}, {'X': 'https://twitter.com/lenibreymaier'}, {'Instagram': 'https://www.instagram.com/lenibreymaier/'}, {'TikTok': 'https://www.tiktok.com/@leniostalb'}]"
/blueprint/servlet/resource/image/864558/3x4/108/144/6b748f52cb270adf2b527b390b41c527/238CA1E1ECFFE92908D211D70C6A98C1/budde_katrin_gross.jpg,Katrin Budde,0,weiblich,857170,/abgeordnete/biografien/B/budde_katrin-857170,55 - 59 Jahre,"Budde, Katrin",Sachsen-Anhalt,SPD,Diplom-Ingenieurin für Arbeitsgestaltung,Deutscher Bundestag,"[{'Homepage': 'http://www.katrin-budde.de/'}, {'Facebook': 'https://www.facebook.com/buddekatrin/'}, {'Instagram': 'https://www.instagram.com/katrin_budde'}]"
/blueprint/servlet/resource/image/868682/3x4/108/144/fbfa70b9d93b45d8d7b9712263ff6be3/A6E2062F3193558FDDAF724515E6854D/cademartori_isabel.jpg,Isabel Cademartori,1,weiblich,860204,/abgeordnete/biografien/C/cademartori_dujisin_isabel-860204,35 - 39 Jahre,"Cademartori, Isabel",Baden-Württemberg,SPD,Wirtschaftspädagogin,Deutscher Bundestag,"[{'Homepage': 'http://www.cademartori.de'}, {'Facebook': 'https://www.facebook.com/isabel.cademartori'}, {'X': 'https://twitter.com/isacademartori'}, {'LinkedIn': 'http://linkedin.com/in/isabel-cademartori-352a2624'}, {'Instagram': 'https://www.instagram.com/isacademartori/'}]"
/blueprint/servlet/resource/image/864872/3x4/108/144/9052d26e24685af4ed86972e90c51ce8/8DDF46184967018EC4EBDF9C3C9B8F55/castelluci_lars_gross.jpg,Prof. Dr. Lars Castellucci,0,männlich,857236,/abgeordnete/biografien/C/castellucci_lars-857236,50 - 54 Jahre,"Castellucci, Prof. Dr. Lars",Baden-Württemberg,SPD,Hochschulprofessor,Deutscher Bundestag,"[{'Homepage': 'http://www.lars-castellucci.de'}, {'Facebook': 'http://www.facebook.com/larscastellucci'}, {'X': 'http://twitter.com/larscastellucci'}]"
/blueprint/servlet/resource/image/862536/3x4/108/144/7e0190b1477c22f53c0b851a8d17f36a/32E6D424B232923DAD3349BEBBE719FF/cosse_juergen.jpg,Jürgen Coße,0,männlich,860994,/abgeordnete/biografien/C/cosse_juergen-860994,50 - 54 Jahre,"Coße, Jürgen",Nordrhein-Westfalen,SPD,Arbeitsvermittler,Deutscher Bundestag,"[{'Homepage': 'https://juergen-cosse.spd.de/'}, {'X': 'https://twitter.com/juergencosse'}, {'Facebook': 'https://de-de.facebook.com/SPD.Juergen.Cosse'}, {'Instagram': 'https://www.instagram.com/juergencosse/?hl=de'}]"
/blueprint/servlet/resource/image/864378/3x4/108/144/a2fb7171086340bf8a43c1be4340d47d/7772A870D860D67CF832938BFABFD9C2/daldrup_bernhard_gross.jpg,Bernhard Daldrup,0,männlich,857248,/abgeordnete/biografien/D/daldrup_bernhard-857248,65 - 69 Jahre,"Daldrup, Bernhard",Nordrhein-Westfalen,SPD,,Deutscher Bundestag,"[{'Homepage': 'https://www.bernhard-daldrup.de/'}, {'Facebook': 'https://www.facebook.com/bernharddaldrup/'}, {'X': 'https://twitter.com/BernhardDaldrup'}, {'Instagram': 'https://www.instagram.com/bernharddaldrup'}]"
/blueprint/servlet/resource/image/861940/3x4/108/144/b0a4aa7dd1ff57fc0b22878ac8f7302e/A281284477E66F092A2A7DB4F199C55D/aeffner_stephanie.jpg,Stephanie Aeffner,0,weiblich,860154,/abgeordnete/biografien/A/aeffner_stephanie-860154,45 - 49 Jahre,"Aeffner, Stephanie",Baden-Württemberg,Bündnis 90/Die Grünen,Diplom-Sozialarbeiterin (FH),Deutscher Bundestag,"[{'Homepage': 'https://aeffnerstephanie.de'}, {'Instagram': 'https://www.instagram.com/stephanie_aeffner/'}, {'Facebook': 'https://www.facebook.com/people/Stephanie-Aeffner/100084209227731/'}, {'X': 'https://twitter.com/s_aeffner'}]"
/blueprint/servlet/resource/image/862538/3x4/108/144/f6bd877f7f65f59080b3e08ef0243578/ADF2F983986B6295DAEACE075092A4FB/demir_hakan_bild.jpg,Hakan Demir,1,männlich,861502,/abgeordnete/biografien/D/demir_hakan-861502,35 - 39 Jahre,"Demir, Hakan",Berlin,SPD,Politikwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'https://www.hakan-demir.de/'}, {'X': 'https://twitter.com/HakanDemirNK'}, {'Instagram': 'https://www.instagram.com/hakandemirnk'}, {'Facebook': 'https://www.facebook.com/HakanDemirNK/'}]"
